transaction_id,apartment_id,city,dong,jibun,apt,addr_kr,exclusive_use_area,year_of_completion,transaction_year_month,transaction_date,floor,transaction_real_price
1192885,11935,서울특별시,명일동,251-1,현대(명일),명일동 251-1 현대(명일),84.66,1988,201705,11~20,10,46000
1121815,5712,서울특별시,공릉동,754,삼익2차아파트,공릉동 754 삼익2차아파트,54.74,2004,201701,21~31,12,29900
20618,369,서울특별시,문배동,24-6,CJ나인파크,문배동 24-6 CJ나인파크,84.98,2007,201509,11~20,9,58700
72582,2233,서울특별시,답십리동,80,답십리청솔우성,답십리동 80 답십리청솔우성,114.76,2000,201412,1~10,13,43500
122063,3002,서울특별시,돈암동,15-1,돈암동삼성,돈암동 15-1 돈암동삼성,59.4,1999,201411,1~10,4,26000
237338,5960,서울특별시,상계동,691,상계주공7(고층),상계동 691 상계주공7(고층),49.94,1988,201608,21~31,13,36500
1167763,1108,서울특별시,봉천동,1727,관악유앤아이,봉천동 1727 관악유앤아이,84.885,2009,201703,21~31,9,46500
313513,4408,서울특별시,목동,925,목동신시가지7,목동 925 목동신시가지7,53.88,1986,201012,21~31,9,55000
316196,4401,서울특별시,신정동,329,목동신시가지14,신정동 329 목동신시가지14,71.4,1988,201201,11~20,11,51000
1178935,10306,서울특별시,청담동,130,청담아이파크,청담동 130 청담아이파크,110.18,1992,201706,21~30,2,116000
10666,1878,서울특별시,신당동,844,남산타운,신당동 844 남산타운,84.88,2002,201510,11~20,11,57500
37873,12147,서울특별시,옥수동,4,현대,옥수동 4 현대,63.13,1990,201502,1~10,4,44000
93423,4261,서울특별시,면목동,1513,면목삼호101,면목동 1513 면목삼호101,59.67,2000,201410,11~20,8,26300
632919,8730,서울특별시,천호동,19-1,우성,천호동 19-1 우성,84.93,1985,201307,11~20,4,36800
11372,10250,서울특별시,신당동,852,청구e편한세상,신당동 852 청구e편한세상,84.96,2011,201605,21~31,2,70800
38489,11721,서울특별시,성수동1가,704,한진타운,성수동1가 704 한진타운,59.4,1994,201503,1~10,9,43400
232599,5961,서울특별시,상계동,677,상계주공8(저층),상계동 677 상계주공8(저층),31.95,1988,201604,11~20,3,22000
54087,9259,서울특별시,자양동,507-6,이튼타워리버2차,자양동 507-6 이튼타워리버2차,84.61,2006,201409,1~10,15,61700
216223,4548,서울특별시,상계동,766-1,미도,상계동 766-1 미도,87.57,1988,201409,21~30,5,31800
122350,5557,서울특별시,종암동,80,삼성래미안,종암동 80 삼성래미안,59.99,2004,201411,21~30,18,32100
134676,7048,서울특별시,수유동,205,수유벽산1차,수유동 205 수유벽산1차,84.95,1993,200804,11~20,9,36500
90998,7223,서울특별시,신내동,817,신내우디안2단지,신내동 817 신내우디안2단지,84.65,2013,201312,21~31,6,33036
275807,12376,서울특별시,홍은동,460,홍은동풍림아이원,홍은동 460 홍은동풍림아이원,130.539,2002,201507,21~31,2,40500
143813,9812,서울특별시,번동,234,주공4단지,번동 234 주공4단지,49.94,1991,201511,1~10,2,23900
557402,11042,서울특별시,일원동,719,푸른마을 아파트 101동~111동,일원동 719 푸른마을 아파트 101동~111동,59.76,1994,201504,21~30,6,59000
1127383,1780,서울특별시,월계동,949,꿈의숲 SK VIEW,월계동 949 꿈의숲 SK VIEW,59.92,2016,201707,1~10,7,44300
401192,2109,서울특별시,구로동,110-11,늘푸른주상복합,구로동 110-11 늘푸른주상복합,84.93,2008,201509,21~30,10,29200
1100059,1494,서울특별시,옥수동,428,극동,옥수동 428 극동,84.74,1986,201707,21~31,10,79000
366504,11985,서울특별시,염창동,291,현대3,염창동 291 현대3,59.92,1996,201509,1~10,11,32800
219670,8738,서울특별시,하계동,270,우성,하계동 270 우성,127.22,1988,201502,1~10,4,51000
175137,4983,서울특별시,방학동,275,벽산아파트1,방학동 275 벽산아파트1,72.01,1991,201610,11~20,5,28230
81075,3262,서울특별시,신내동,618,동성3,신내동 618 동성3,84.08,1997,200802,11~20,9,33000
1102061,9418,서울특별시,자양동,658-14,자양,자양동 658-14 자양,50.25,1981,201704,1~10,2,34000
265406,10525,서울특별시,충정로3가,465,충정리시온,충정로3가 465 충정리시온,41.48,2004,200908,21~31,17,20800
627295,2450,서울특별시,천호동,49-8,대명사이버,천호동 49-8 대명사이버,84.62,2001,201107,1~10,10,29200
1181709,733,서울특별시,개포동,185,개포주공 6단지,개포동 185 개포주공 6단지,73.02,1983,201711,1~10,15,129000
188632,5950,서울특별시,상계동,626,상계주공14(고층),상계동 626 상계주공14(고층),49.94,1989,200910,11~20,15,22000
21993,11323,서울특별시,한남동,72-1,한남동리첸시아,한남동 72-1 한남동리첸시아,37.53,2004,201605,11~20,11,37000
448758,5382,서울특별시,사당동,1139,사당자이,사당동 1139 사당자이,59.89,1999,200901,11~20,4,28000
332856,4410,서울특별시,신정동,312,목동신시가지9,신정동 312 목동신시가지9,53.82,1987,201605,21~31,13,52500
146428,11567,서울특별시,쌍문동,388-33,한양1,쌍문동 388-33 한양1,79.2,1986,200802,21~29,8,35000
196692,5945,서울특별시,상계동,666,상계주공10(고층),상계동 666 상계주공10(고층),45.9,1988,201107,21~31,8,17500
358819,4147,서울특별시,내발산동,756,마곡수명산파크7단지,내발산동 756 마곡수명산파크7단지,84.82,2008,201409,11~20,1,31900
39017,12099,서울특별시,성수동1가,676-5,현대,성수동1가 676-5 현대,69.21,1990,201504,1~10,11,44000
346740,8776,서울특별시,화곡동,1159,"우장산아이파크,이편한세상","화곡동 1159 우장산아이파크,이편한세상",59.98,2008,201101,11~20,18,44000
367506,8776,서울특별시,화곡동,1159,"우장산아이파크,이편한세상","화곡동 1159 우장산아이파크,이편한세상",84.97,2008,201510,11~20,20,60000
481150,4683,서울특별시,봉천동,1615-17,반석블레스빌,봉천동 1615-17 반석블레스빌,100.97,2001,201309,21~30,9,35500
51573,9420,서울특별시,자양동,786,자양현대6,자양동 786 자양현대6,59.98,1999,201301,11~20,5,37500
262358,4836,서울특별시,응암동,760,백련산힐스테이트2차,응암동 760 백련산힐스테이트2차,84.59,2011,201610,1~10,11,48500
572850,3360,서울특별시,풍납동,506,동아한가람1,풍납동 506 동아한가람1,59.98,1995,200903,1~10,4,37500
563840,11517,서울특별시,도곡동,895-8,한신엠비씨,도곡동 895-8 한신엠비씨,58.46,1988,201604,1~10,2,62000
384568,1570,서울특별시,오류동,335,금강,오류동 335 금강,84.96,1996,201102,21~28,17,26800
441314,4003,서울특별시,여의도동,43-4,롯데캐슬아이비,여의도동 43-4 롯데캐슬아이비,113.59,2005,201510,21~31,8,82000
612096,9435,서울특별시,신천동,11-10,잠실아이스페이스,신천동 11-10 잠실아이스페이스,83.11,2001,201610,11~20,21,40000
240225,5749,서울특별시,공릉동,737,삼익아파트,공릉동 737 삼익아파트,114.88,1995,201611,21~30,5,43500
260255,9123,서울특별시,진관동,83,은평뉴타운 우물골(두산위브5단지),진관동 83 은평뉴타운 우물골(두산위브5단지),84.04,2009,201604,11~20,2,50000
110735,3602,서울특별시,석관동,10,두산,석관동 10 두산,59.97,1998,201106,1~10,20,27900
645454,6467,서울특별시,암사동,509,선사현대아파트,암사동 509 선사현대아파트,59.64,2000,201602,11~20,17,39700
15033,9253,서울특별시,이촌동,412,이촌코오롱(A),이촌동 412 이촌코오롱(A),59.82,1999,201012,1~10,14,49000
195528,10247,서울특별시,중계동,360-2,청구3,중계동 360-2 청구3,84.77,1996,201104,1~10,1,47800
355109,3346,서울특별시,염창동,292,동아,염창동 292 동아,84.95,1998,201312,1~10,14,33000
83118,7217,서울특별시,신내동,657,신내9진흥,신내동 657 신내9진흥,49.82,1996,200904,1~10,1,20750
463798,3805,서울특별시,상도동,431,래미안상도3차,상도동 431 래미안상도3차,84.96,2004,201505,21~31,13,63750
506604,4716,서울특별시,반포동,20-43,반포자이,반포동 20-43 반포자이,84.99799999999998,2009,201212,11~20,24,108000
516211,11484,서울특별시,반포동,1-1,한신3차,반포동 1-1 한신3차,150.44,1978,201503,21~31,10,179500
627823,10576,서울특별시,성내동,196-8,코오롱(1차),성내동 196-8 코오롱(1차),59.96,1999,201109,11~20,13,33970
13353,12054,서울특별시,이촌동,301-160,현대맨숀,이촌동 301-160 현대맨숀,99.13,1975,200904,11~20,13,65500
189688,5959,서울특별시,상계동,720,상계주공6(고층),상계동 720 상계주공6(고층),59.2,1988,201001,21~31,7,28300
1183476,526,서울특별시,송파동,166,가락삼익맨숀,송파동 166 가락삼익맨숀,84.82799999999997,1984,201702,1~10,4,68000
580780,8496,서울특별시,방이동,89,올림픽선수기자촌1단지,방이동 89 올림픽선수기자촌1단지,131.76,1988,201012,21~31,5,138000
510945,10089,서울특별시,서초동,1315,진흥,서초동 1315 진흥,101.32,1979,201402,11~20,3,84000
289578,4207,서울특별시,대흥동,660,마포태영,대흥동 660 마포태영,59.4,1999,201212,11~20,21,35000
553758,7297,서울특별시,수서동,736,신동아,수서동 736 신동아,33.18,1992,201410,21~31,1,27250
370807,9793,서울특별시,등촌동,702,주공10,등촌동 702 주공10,58.14,1995,201605,21~31,2,33500
105170,3193,서울특별시,돈암동,633,동부센트레빌,돈암동 633 동부센트레빌,115.51,2003,200906,21~30,2,63000
129236,9610,서울특별시,정릉동,239,정릉풍림아이원,정릉동 239 정릉풍림아이원,60.0,2005,201602,11~20,10,30000
484093,7723,서울특별시,신림동,1458-6,쎄븐스에비뉴,신림동 1458-6 쎄븐스에비뉴,24.41,2011,201410,11~20,5,15500
271736,1819,서울특별시,남가좌동,376,남가좌동현대,남가좌동 376 남가좌동현대,114.9,1999,201402,1~10,18,45500
391996,458,서울특별시,신도림동,432-1,SK VIEW,신도림동 432-1 SK VIEW,84.99,2006,201401,1~10,12,40000
288134,2989,서울특별시,도화동,357,도화동현대,도화동 357 도화동현대,128.26,1996,201112,21~31,15,65000
105304,1754,서울특별시,길음동,1280,길음뉴타운2단지푸르지오,길음동 1280 길음뉴타운2단지푸르지오,143.43,2005,200906,11~20,5,65000
160343,10125,서울특별시,창동,316,창동주공2단지,창동 316 창동주공2단지,49.94,1990,201305,1~10,8,20775
247472,3749,서울특별시,불광동,248,라이프미성,불광동 248 라이프미성,125.75,1988,201103,21~31,4,49250
249950,4581,서울특별시,갈현동,538,미미,갈현동 538 미미,59.595,1997,201211,11~20,10,20500
24393,11873,서울특별시,행당동,346,행당 한진타운,행당동 346 행당 한진타운,59.96,2000,200804,1~10,1,33000
108419,12010,서울특별시,보문동3가,2,현대I-PARK,보문동3가 2 현대I-PARK,114.55,2003,201011,21~30,3,60000
220080,5961,서울특별시,상계동,677,상계주공8(저층),상계동 677 상계주공8(저층),31.95,1988,201502,21~28,3,18250
1171193,7366,서울특별시,잠원동,73,신반포2,잠원동 73 신반포2,135.97,1978,201703,21~31,11,184500
289610,11279,서울특별시,하중동,101,한강밤섬자이,하중동 101 한강밤섬자이,168.63,2010,201212,1~10,16,140000
222391,5945,서울특별시,상계동,666,상계주공10(고층),상계동 666 상계주공10(고층),58.01,1988,201504,11~20,7,26000
548222,8732,서울특별시,도곡동,467-24,우성캐릭터199,도곡동 467-24 우성캐릭터199,164.97,1998,201311,1~10,23,119000
603571,4080,서울특별시,잠실동,22,리센츠,잠실동 22 리센츠,98.55,2008,201509,1~10,10,128000
107430,5557,서울특별시,종암동,80,삼성래미안,종암동 80 삼성래미안,59.99,2004,201003,11~20,15,30600
395728,12015,서울특별시,개봉동,481,현대,개봉동 481 현대,114.99,2001,201410,1~10,4,45700
23585,11320,서울특별시,한남동,810,한남더힐,한남동 810 한남더힐,240.23,2011,201612,1~10,-1,543000
473325,7697,서울특별시,신림동,1686,쌍용,신림동 1686 쌍용,59.26,1998,200903,1~10,8,20000
193740,11254,서울특별시,하계동,354,학여울청구,하계동 354 학여울청구,59.4,1999,201101,21~31,6,27700
425638,11980,서울특별시,대림동,608-1,현대3,대림동 608-1 현대3,140.54,1998,201004,11~20,26,64400
609567,9436,서울특별시,잠실동,19,잠실엘스,잠실동 19 잠실엘스,84.8,2008,201607,1~10,12,105000
136760,11714,서울특별시,번동,658,한진,번동 658 한진,84.97,2000,201101,21~31,10,32000
1115297,3819,서울특별시,하월곡동,225,래미안월곡,하월곡동 225 래미안월곡,59.754,2006,201711,11~20,9,43400
339479,3317,서울특별시,염창동,258-1,동아3,염창동 258-1 동아3,84.87,1999,200806,11~20,19,42800
69478,3616,서울특별시,용두동,791,두산위브,용두동 791 두산위브,84.99,2009,201312,11~20,10,48000
316894,3423,서울특별시,신월동,1060,동원데자뷰,신월동 1060 동원데자뷰,72.8145,2012,201204,11~20,1,29700
55266,9260,서울특별시,자양동,855,이튼타워리버3차,자양동 855 이튼타워리버3차,84.96,2007,201503,21~31,14,60000
611542,6965,서울특별시,가락동,478,송파동부쎈트레빌,가락동 478 송파동부쎈트레빌,84.98,2004,201609,21~30,4,65800
517990,5734,서울특별시,방배동,1018-1,삼익,방배동 1018-1 삼익,89.62,1982,201507,11~20,1,66800
1112446,8883,서울특별시,하월곡동,222,월곡두산위브,하월곡동 222 월곡두산위브,84.766,2003,201705,21~31,12,43500
52126,2875,서울특별시,자양동,227-7,더샵스타시티,자양동 227-7 더샵스타시티,110.34,2007,201306,21~30,35,85000
83363,3504,서울특별시,상봉동,284-11,동일스카이시티 101동,상봉동 284-11 동일스카이시티 101동,62.28,2009,200906,11~20,1,22100
1177373,11568,서울특별시,압구정동,490,한양1차(영동한양),압구정동 490 한양1차(영동한양),63.87,1977,201704,11~20,6,146500
126427,11019,서울특별시,돈암동,603,포스코더샵,돈암동 603 포스코더샵,84.81700000000002,2006,201507,11~20,18,39450
1597,1247,서울특별시,사직동,9,광화문풍림스페이스본(9-0),사직동 9 광화문풍림스페이스본(9-0),70.8,2008,201108,11~20,7,63500
76240,11929,서울특별시,장안동,95-1,현대(95-1),장안동 95-1 현대(95-1),95.44,1984,201510,1~10,6,34000
482684,4990,서울특별시,봉천동,1716,벽산타운II,봉천동 1716 벽산타운II,57.36,2003,201404,11~20,10,26500
482744,5022,서울특별시,봉천동,1698-1,보라매삼성,봉천동 1698-1 보라매삼성,84.84,1996,201404,21~30,8,41700
18574,9253,서울특별시,이촌동,412,이촌코오롱(A),이촌동 412 이촌코오롱(A),84.78,1999,201409,21~30,12,76000
382329,6683,서울특별시,구로동,104-9,성호메이플라워멤버스빌,구로동 104-9 성호메이플라워멤버스빌,41.4,2002,201003,1~10,15,14500
435272,4494,서울특별시,문래동3가,97,문래동금호어울림,문래동3가 97 문래동금호어울림,84.97,2006,201407,21~31,4,49500
492061,7366,서울특별시,잠원동,73,신반포2,잠원동 73 신반포2,92.2,1978,200802,11~20,4,90000
607664,741,서울특별시,잠실동,40,갤러리아팰리스,잠실동 40 갤러리아팰리스,163.935,2005,201605,1~10,34,160000
413952,1100,서울특별시,시흥동,1013,관악산벽산타운5,시흥동 1013 관악산벽산타운5,59.34,2004,201402,11~20,1,21500
151952,7301,서울특별시,방학동,271-1,신동아아파트1,방학동 271-1 신동아아파트1,84.87,1987,200909,11~20,9,30900
402921,2358,서울특별시,신도림동,642,대림1,신도림동 642 대림1,59.88,1999,201602,11~20,26,37700
310841,2372,서울특별시,신정동,1303,대림e-편한세상,신정동 1303 대림e-편한세상,84.985,2004,200911,21~30,9,49000
637955,11964,서울특별시,둔촌동,70-5,현대2,둔촌동 70-5 현대2,69.17,1988,201410,11~20,10,34300
52388,11431,서울특별시,자양동,672,한솔리베르,자양동 672 한솔리베르,83.29,2002,201309,21~30,2,40000
74268,12510,서울특별시,회기동,347-7,회기아파트(347-7),회기동 347-7 회기아파트(347-7),62.25,2003,201504,11~20,5,25000
1183402,10939,서울특별시,신천동,17,파크리오,신천동 17 파크리오,59.86,2008,201702,1~10,2,81500
366236,550,서울특별시,가양동,1485,가양6단지,가양동 1485 가양6단지,39.6,1992,201508,21~31,5,23500
564963,7314,서울특별시,청담동,134-16,신동아,청담동 134-16 신동아,84.94,1997,201606,21~30,8,107000
612830,3360,서울특별시,풍납동,506,동아한가람1,풍납동 506 동아한가람1,84.38,1995,201611,11~20,15,59000
501754,7350,서울특별시,잠원동,58-16,신반포10,잠원동 58-16 신반포10,54.11,1981,201012,21~31,9,58800
225512,5962,서울특별시,상계동,670,상계주공9(고층),상계동 670 상계주공9(고층),49.94,1988,201507,11~20,3,24300
318294,4401,서울특별시,신정동,329,목동신시가지14,신정동 329 목동신시가지14,71.37,1988,201301,11~20,4,46700
391828,7527,서울특별시,고척동,324,신원프라자,고척동 324 신원프라자,65.37,1997,201312,11~20,8,20000
252633,11034,서울특별시,진관동,140,폭포동(힐스테이트D-9),진관동 140 폭포동(힐스테이트D-9),166.98,2010,201312,21~31,10,66370
219614,11695,서울특별시,공릉동,683-14,한일휴니스빌,공릉동 683-14 한일휴니스빌,20.6853,2013,201502,21~28,7,13300
316174,3654,서울특별시,신월동,444-7,두원빌드피아(444-7),신월동 444-7 두원빌드피아(444-7),83.7,2004,201112,21~31,4,24500
1168671,5121,서울특별시,봉천동,1703,봉천동아,봉천동 1703 봉천동아,84.87,2000,201706,1~10,20,46000
528186,729,서울특별시,개포동,141,개포주공 1단지,개포동 141 개포주공 1단지,50.64,1982,200902,21~28,5,84000
440531,2251,서울특별시,당산동4가,94-1,당산2차삼성,당산동4가 94-1 당산2차삼성,84.93,1997,201508,21~31,22,47500
177505,5947,서울특별시,상계동,652,상계주공11(고층),상계동 652 상계주공11(고층),41.3,1988,200802,11~20,12,15000
647733,999,서울특별시,명일동,257,고덕주공9,명일동 257 고덕주공9,83.34,1985,201607,21~31,8,49180
49354,9413,서울특별시,자양동,809,자양강변I-Park,자양동 809 자양강변I-Park,84.95,2006,201010,21~31,3,60000
35772,6701,서울특별시,마장동,784,세림,마장동 784 세림,40.86,1986,201408,11~20,10,24350
82137,11076,서울특별시,면목동,1514,풍림,면목동 1514 풍림,84.64,1997,200805,21~31,11,32300
533455,729,서울특별시,개포동,141,개포주공 1단지,개포동 141 개포주공 1단지,41.98,1982,200911,1~10,2,76000
1099557,10874,서울특별시,상왕십리동,811,텐즈힐(2구역),상왕십리동 811 텐즈힐(2구역),84.95,2014,201707,21~31,6,81300
206359,9897,서울특별시,중계동,512,중계무지개,중계동 512 중계무지개,49.54,1991,201306,11~20,10,20500
302800,6032,서울특별시,상암동,1660,상암월드컵파크7단지,상암동 1660 상암월드컵파크7단지,84.9,2005,201609,1~10,2,64000
144719,5559,서울특별시,미아동,812,삼성래미안트리베라2단지,미아동 812 삼성래미안트리베라2단지,113.89,2010,201606,21~30,4,59500
613569,9050,서울특별시,천호동,287-9,유원천호,천호동 287-9 유원천호,84.3,1997,200801,11~20,11,34900
591926,6963,서울특별시,가락동,77-7,송파 N suite,가락동 77-7 송파 N suite,115.54,2005,201310,21~31,11,52000
64710,7896,서울특별시,제기동,153,안암골벽산,제기동 153 안암골벽산,84.98,2003,201103,11~20,12,42300
1174253,4023,서울특별시,방배동,754-1,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,95.66,2006,201709,11~20,9,94000
334094,7596,서울특별시,신정동,1259,신트리1,신정동 1259 신트리1,59.73,1999,201607,1~10,14,34000
1110036,6149,서울특별시,신내동,795,새한,신내동 795 새한,84.4,1998,201708,1~10,7,33000
197936,5964,서울특별시,상계동,1063,상계현대3차,상계동 1063 상계현대3차,84.96,1999,201110,1~10,8,32000
68866,10348,서울특별시,답십리동,80-2,청솔2차우성,답십리동 80-2 청솔2차우성,59.97,2000,201309,21~30,14,29800
197491,9095,서울특별시,상계동,1255,은빛1단지,상계동 1255 은빛1단지,59.95,1998,201109,11~20,6,25500
166925,3476,서울특별시,쌍문동,285-5,동익미라벨,쌍문동 285-5 동익미라벨,84.39,1987,201503,11~20,2,24400
379232,10691,서울특별시,개봉동,367-2,태경하이빌,개봉동 367-2 태경하이빌,82.31,2004,200903,1~10,5,24000
345474,12419,서울특별시,화곡동,1091,화곡푸르지오,화곡동 1091 화곡푸르지오,156.876,2002,201007,21~31,8,69500
247524,4179,서울특별시,응암동,119-29,마이유,응암동 119-29 마이유,84.43,2009,201103,21~31,5,38500
451357,1942,서울특별시,사당동,1143,남해오네뜨,사당동 1143 남해오네뜨,84.978,2002,201003,1~10,1,35500
12640,3199,서울특별시,이촌동,418,동부센트레빌,이촌동 418 동부센트레빌,101.14,2001,200804,21~30,4,101000
305717,12210,서울특별시,목동,916,현대하이페리온,목동 916 현대하이페리온,180.42,2003,200806,21~30,33,215000
328755,8612,서울특별시,신월동,593-14,우림,신월동 593-14 우림,78.75,1997,201507,1~10,1,21600
1159086,7281,서울특별시,대림동,777-1,신동아,대림동 777-1 신동아,53.37,1987,201702,1~10,8,26000
251628,569,서울특별시,갈현동,537,갈현동현대,갈현동 537 갈현동현대,59.25,1997,201308,11~20,8,20900
371662,3702,서울특별시,등촌동,715,등촌동아이파크,등촌동 715 등촌동아이파크,84.7556,2005,201606,11~20,15,53500
147355,3390,서울특별시,방학동,740,동양크레오아파트,방학동 740 동양크레오아파트,84.9696,2004,200803,11~20,6,31750
423720,12035,서울특별시,당산동2가,164,현대,당산동2가 164 현대,82.77,1994,200908,1~10,18,41900
265807,3119,서울특별시,북가좌동,5-19,동림빌라,북가좌동 5-19 동림빌라,73.55,2002,200909,11~20,2,18000
581848,12569,서울특별시,문정동,150,훼밀리,문정동 150 훼밀리,158.705,1988,201103,21~31,6,123000
92182,4978,서울특별시,신내동,437,벽산,신내동 437 벽산,59.783,2000,201406,1~10,21,22000
594273,10939,서울특별시,신천동,17,파크리오,신천동 17 파크리오,84.97,2008,201403,11~20,10,89500
1179790,3804,서울특별시,삼성동,7-3,래미안삼성2차,삼성동 7-3 래미안삼성2차,101.38,2007,201707,1~10,14,147000
1143306,7530,서울특별시,신월동,491-1,신월대림,신월동 491-1 신월대림,59.73,2001,201705,21~31,13,31000
1193257,467,서울특별시,길동,378-1,SM드림빌,길동 378-1 SM드림빌,82.77,2002,201705,21~31,4,39400
326357,12009,서울특별시,목동,940,현대I-PARK,목동 940 현대I-PARK,100.45,2003,201503,21~31,8,63500
475481,10795,서울특별시,신림동,1424-28,태영,신림동 1424-28 태영,49.92,1997,201003,21~31,10,25800
366210,11292,서울특별시,가양동,1460,한강타운,가양동 1460 한강타운,84.99,1993,201508,11~20,9,45000
343733,550,서울특별시,가양동,1485,가양6단지,가양동 1485 가양6단지,58.65,1992,200909,1~10,3,35200
318299,4397,서울특별시,신정동,311,목동신시가지10,신정동 311 목동신시가지10,70.2,1987,201301,21~31,12,52500
650158,4018,서울특별시,암사동,414-2,롯데캐슬퍼스트,암사동 414-2 롯데캐슬퍼스트,84.98,2008,201610,11~20,4,63000
568923,11739,서울특별시,가락동,78-1,한화오벨리스크,가락동 78-1 한화오벨리스크,25.32,2004,200802,1~10,15,11500
165631,11569,서울특별시,쌍문동,59,한양2,쌍문동 59 한양2,59.67,1988,201411,11~20,7,19500
1178909,10306,서울특별시,청담동,130,청담아이파크,청담동 130 청담아이파크,110.18,1992,201706,11~20,14,147500
3985,12536,서울특별시,인의동,48-2,효성쥬얼리시티,인의동 48-2 효성쥬얼리시티,98.39,2006,201509,1~10,18,64000
353830,11272,서울특별시,염창동,293,한강동아,염창동 293 한강동아,84.96,1998,201309,1~10,3,32000
463773,5549,서울특별시,상도동,421,삼성래미안2,상도동 421 삼성래미안2,59.886,2003,201505,21~31,4,40800
118774,3345,서울특별시,상월곡동,101,동아에코빌,상월곡동 101 동아에코빌,59.95,2003,201402,11~20,3,26000
1111451,9614,서울특별시,정릉동,1030,정릉힐스테이트1차,정릉동 1030 정릉힐스테이트1차,84.823,2007,201703,1~10,7,45500
257269,9717,서울특별시,대조동,4-10,제이타워2,대조동 4-10 제이타워2,12.02,2012,201506,11~20,11,6000
67422,36,서울특별시,장안동,326-10,(326-10),장안동 326-10 (326-10),96.94,2005,201212,11~20,6,29700
175547,7505,서울특별시,쌍문동,723,신원2,쌍문동 723 신원2,60.0,1998,201611,1~10,10,25500
135873,7051,서울특별시,번동,410,수유역두산위브1,번동 410 수유역두산위브1,84.9909,2009,200909,11~20,10,42168
68477,10232,서울특별시,답십리동,1002,청계한신휴플러스,답십리동 1002 청계한신휴플러스,90.62,2010,201307,11~20,16,52400
211016,11254,서울특별시,하계동,354,학여울청구,하계동 354 학여울청구,113.51,1999,201402,1~10,3,45000
568285,4044,서울특별시,논현동,192-1,리더스빌,논현동 192-1 리더스빌,91.89,2004,201611,11~20,6,55800
1120272,2692,서울특별시,창동,804,대우,창동 804 대우,59.86,1995,201707,11~20,9,31000
85192,678,서울특별시,중화동,307-6,강오(B동),중화동 307-6 강오(B동),67.74,2004,201007,21~31,6,19000
80894,12056,서울특별시,면목동,1502,현대,면목동 1502 현대,84.81,1994,200802,21~29,4,33000
209323,5940,서울특별시,상계동,1289,상계불암대림,상계동 1289 상계불암대림,84.96,2000,201311,21~30,14,35650
27992,2637,서울특별시,금호동4가,800,대우,금호동4가 800 대우,84.71,2001,201003,11~20,21,58000
1131936,9170,서울특별시,응암동,739,응암동금호,응암동 739 응암동금호,84.3,1998,201702,11~20,13,38800
467891,3621,서울특별시,상도동,535,두산위브트레지움,상도동 535 두산위브트레지움,84.9736,2016,201605,21~31,19,69000
450480,5554,서울특별시,본동,492,삼성래미안,본동 492 삼성래미안,114.9855,2004,200909,1~10,14,77000
47395,9410,서울특별시,자양동,788,자양7차현대홈타운,자양동 788 자양7차현대홈타운,59.94,2001,200904,11~20,14,40000
383181,2358,서울특별시,신도림동,642,대림1,신도림동 642 대림1,59.93,1999,201010,1~10,7,32000
152123,9795,서울특별시,창동,38,주공17단지,창동 38 주공17단지,36.16,1989,200909,21~30,2,14800
111208,9203,서울특별시,돈암동,636,이수브라운스톤돈암,돈암동 636 이수브라운스톤돈암,59.99,2004,201109,1~10,3,31000
1103565,1319,서울특별시,구의동,610,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201711,1~10,16,70500
454457,9204,서울특별시,상도동,527,이수브라운스톤상도(527-0),상도동 527 이수브라운스톤상도(527-0),84.84,2007,201202,1~10,15,57200
521543,6377,서울특별시,신원동,가-690,서초포레스타5단지,신원동 가-690 서초포레스타5단지,84.41,2014,201604,1~10,8,89000
320332,4405,서울특별시,목동,904,목동신시가지4,목동 904 목동신시가지4,47.25,1986,201309,1~10,8,39900
19154,5553,서울특별시,도원동,23,삼성래미안,도원동 23 삼성래미안,59.94,2001,201502,21~28,21,42000
166166,4807,서울특별시,방학동,718-7,방학E.S.A1아파트,방학동 718-7 방학E-S-A1아파트,124.66,2003,201501,1~10,17,44000
1180001,11945,서울특별시,대치동,992,현대1,대치동 992 현대1,84.27,1990,201707,21~31,14,115000
246931,11033,서울특별시,진관동,135,폭포동(힐스테이트D-11),진관동 135 폭포동(힐스테이트D-11),134.87,2010,201012,21~31,6,67758
563719,7028,서울특별시,일원동,711,수서,일원동 711 수서,39.98,1992,201604,1~10,8,36000
30979,6270,서울특별시,성수동1가,707,서울숲한양현대,성수동1가 707 서울숲한양현대,84.81,1999,201203,1~10,9,48000
496243,3985,서울특별시,잠원동,50,롯데캐슬갤럭시,잠원동 50 롯데캐슬갤럭시,106.15,2002,200906,21~30,14,115000
1121890,11597,서울특별시,상계동,757,한양,상계동 757 한양,107.92,1988,201701,1~10,10,47700
456596,11020,서울특별시,상도동,521,포스코더샵,상도동 521 포스코더샵,59.99,2007,201305,1~10,13,42000
6932,5659,서울특별시,신당동,849,삼성홈타운,신당동 849 삼성홈타운,83.94,2004,201105,11~20,2,39000
93220,7220,서울특별시,묵동,13,신내,묵동 13 신내,59.76,1996,201409,11~20,7,24900
377901,2360,서울특별시,신도림동,642,대림2,신도림동 642 대림2,84.95,2001,200806,1~10,5,48700
209531,5865,서울특별시,월계동,13,삼호3,월계동 13 삼호3,59.22,1986,201312,21~31,10,24600
